,owner,repository_name,language,size,watchers_count,forks_count,visibility,forks,watchers
437,nasa,spaceapps-phenomena_detection,Jupyter Notebook,391,17,5,public,5,17
438,nasa,spotthestation,,0,0,0,public,0,0
439,nasa,spotthestation-backend,,0,0,0,public,0,0
440,nasa,SROMPy,Python,12710,31,21,public,21,31
441,nasa,STEAM,Python,2050,4,0,public,0,4
442,nasa,StereoPipeline,C++,73033,78,31,public,31,78
443,nasa,STM-docs,,0,4,0,public,0,4
444,nasa,stol-mode,Emacs Lisp,494,3,1,public,1,3
445,nasa,Stratway,,0,3,0,public,0,3
446,nasa,svrstormsig,Python,20294,12,1,public,1,12
447,nasa,svs,,865,3,0,public,0,3
448,nasa,swSim,C++,1408,9,5,public,5,9
449,nasa,System_Monitor_for_Radiation_Testing,Python,10,11,0,public,0,11
450,nasa,T-MATS,HTML,15561,210,132,public,132,210
451,nasa,tblCRCTool,C,158,12,21,public,21,12
452,nasa,TCML,HTML,1114,12,7,public,7,12
453,nasa,TechPort,,0,1,0,public,0,1
454,nasa,terraform-aws-cumulus-thin-egress-app,HCL,7,2,0,public,0,2
455,nasa,test,HTML,1,4,2,public,2,4
